age,job,marital,education,default,housing,loan,campaign,contact,month,day_of_week,duration,previous,outcome,btc.spotprice,btc.futures.index,target_variable
37,self-employed,married,professional.course,no,no,yes,1,telephone,may,fri,254,0,nonexistent,93.994,-36.4,no
36,services,single,basic.9y,unknown,no,yes,1,telephone,may,fri,230,0,nonexistent,93.994,-36.4,no
53,blue-collar,married,basic.9y,no,yes,no,1,telephone,may,fri,373,0,nonexistent,93.994,-36.4,no
42,blue-collar,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
39,blue-collar,married,basic.4y,no,no,yes,1,telephone,may,fri,534,0,nonexistent,93.994,-36.4,no
46,entrepreneur,married,high.school,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
32,services,married,high.school,unknown,yes,no,1,telephone,may,fri,445,0,nonexistent,93.994,-36.4,no
28,technician,divorced,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
26,blue-collar,single,basic.9y,unknown,no,yes,1,telephone,may,fri,268,0,nonexistent,93.994,-36.4,no
30,services,single,unknown,no,no,yes,1,telephone,may,fri,154,0,nonexistent,93.994,-36.4,no
38,technician,married,basic.6y,unknown,no,no,1,telephone,may,fri,785,0,nonexistent,93.994,-36.4,yes
37,technician,single,basic.9y,no,no,yes,1,telephone,may,fri,298,0,nonexistent,93.994,-36.4,no
39,self-employed,married,university.degree,no,no,no,1,telephone,may,fri,286,0,nonexistent,93.994,-36.4,no
36,blue-collar,divorced,high.school,no,no,yes,1,telephone,may,fri,442,0,nonexistent,93.994,-36.4,no
29,admin.,married,high.school,no,no,no,1,telephone,may,fri,206,0,nonexistent,93.994,-36.4,no
22,blue-collar,single,basic.6y,unknown,no,yes,1,telephone,may,fri,1073,0,nonexistent,93.994,-36.4,yes
49,blue-collar,married,basic.4y,unknown,yes,no,1,telephone,may,fri,299,0,nonexistent,93.994,-36.4,no
31,admin.,single,university.degree,no,no,no,1,telephone,may,fri,162,0,nonexistent,93.994,-36.4,no
49,blue-collar,married,basic.4y,unknown,yes,no,1,telephone,may,fri,504,0,nonexistent,93.994,-36.4,no
41,blue-collar,married,basic.4y,unknown,no,no,1,telephone,may,fri,488,0,nonexistent,93.994,-36.4,no
47,management,married,basic.4y,unknown,no,no,1,telephone,may,fri,190,0,nonexistent,93.994,-36.4,no
47,admin.,single,university.degree,no,yes,yes,1,telephone,may,fri,139,0,nonexistent,93.994,-36.4,no
38,admin.,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
43,admin.,divorced,high.school,no,yes,no,1,telephone,may,fri,425,0,nonexistent,93.994,-36.4,no
46,services,married,high.school,no,yes,no,1,telephone,may,fri,290,0,nonexistent,93.994,-36.4,no
33,blue-collar,married,basic.6y,no,no,no,1,telephone,may,fri,152,0,nonexistent,93.994,-36.4,no
27,blue-collar,single,basic.9y,no,yes,no,1,telephone,may,fri,168,0,nonexistent,93.994,-36.4,no
53,technician,married,professional.course,unknown,yes,no,1,telephone,may,fri,204,0,nonexistent,93.994,-36.4,no
30,management,divorced,university.degree,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,blue-collar,divorced,basic.9y,no,no,yes,1,telephone,may,fri,322,0,nonexistent,93.994,-36.4,no
55,blue-collar,married,professional.course,unknown,yes,no,1,telephone,may,fri,530,0,nonexistent,93.994,-36.4,no
60,retired,divorced,basic.4y,unknown,no,yes,1,telephone,may,fri,237,0,nonexistent,93.994,-36.4,no
48,technician,married,high.school,no,yes,no,1,telephone,may,fri,360,0,nonexistent,93.994,-36.4,no
42,blue-collar,divorced,basic.4y,no,no,yes,1,telephone,may,fri,57,0,nonexistent,93.994,-36.4,no
48,technician,married,high.school,no,no,no,1,telephone,may,fri,700,0,nonexistent,93.994,-36.4,no
48,technician,married,high.school,no,no,no,1,telephone,may,fri,601,0,nonexistent,93.994,-36.4,no
42,blue-collar,divorced,basic.4y,no,no,no,1,telephone,may,fri,231,0,nonexistent,93.994,-36.4,no
46,admin.,single,university.degree,no,yes,no,1,telephone,may,fri,135,0,nonexistent,93.994,-36.4,no
36,services,single,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
29,technician,single,university.degree,no,yes,no,1,telephone,may,fri,256,0,nonexistent,93.994,-36.4,no
50,blue-collar,married,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
33,admin.,married,unknown,no,yes,no,1,telephone,may,fri,134,0,nonexistent,93.994,-36.4,no
37,management,single,university.degree,no,yes,no,1,telephone,may,fri,415,0,nonexistent,93.994,-36.4,no
42,technician,married,university.degree,no,yes,no,1,telephone,may,fri,293,0,nonexistent,93.994,-36.4,no
24,services,single,basic.9y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
55,technician,married,university.degree,no,no,no,1,telephone,may,fri,435,0,nonexistent,93.994,-36.4,no
38,blue-collar,married,basic.9y,no,yes,no,1,telephone,may,fri,100,0,nonexistent,93.994,-36.4,no
36,blue-collar,married,university.degree,unknown,yes,yes,1,telephone,may,fri,297,0,nonexistent,93.994,-36.4,no
45,unemployed,married,university.degree,no,no,no,1,telephone,may,fri,191,0,nonexistent,93.994,-36.4,no
38,blue-collar,married,basic.9y,no,no,no,1,telephone,may,fri,58,0,nonexistent,93.994,-36.4,no
51,admin.,divorced,unknown,no,unknown,unknown,1,telephone,may,fri,152,0,nonexistent,93.994,-36.4,no
48,technician,married,high.school,no,no,no,1,telephone,may,fri,533,0,nonexistent,93.994,-36.4,no
46,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,management,divorced,university.degree,no,no,no,1,telephone,may,fri,63,0,nonexistent,93.994,-36.4,no
33,entrepreneur,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
39,admin.,married,high.school,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,management,divorced,university.degree,no,yes,no,1,telephone,may,fri,181,0,nonexistent,93.994,-36.4,no
37,blue-collar,single,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,entrepreneur,divorced,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
29,services,single,university.degree,no,yes,yes,1,telephone,may,fri,210,0,nonexistent,93.994,-36.4,no
44,housemaid,married,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
45,blue-collar,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,blue-collar,divorced,basic.4y,no,no,no,1,telephone,may,fri,223,0,nonexistent,93.994,-36.4,no
38,entrepreneur,divorced,university.degree,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
25,housemaid,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,blue-collar,married,basic.6y,no,yes,no,1,telephone,may,fri,600,0,nonexistent,93.994,-36.4,yes
55,housemaid,married,professional.course,no,yes,yes,1,telephone,may,fri,85,0,nonexistent,93.994,-36.4,no
56,retired,married,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
44,blue-collar,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,technician,single,university.degree,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
46,blue-collar,married,unknown,unknown,no,no,1,telephone,may,fri,67,0,nonexistent,93.994,-36.4,no
48,blue-collar,divorced,basic.9y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,self-employed,married,high.school,unknown,yes,no,1,telephone,may,fri,83,0,nonexistent,93.994,-36.4,no
37,technician,single,professional.course,no,yes,no,1,telephone,may,fri,391,0,nonexistent,93.994,-36.4,no
58,services,divorced,professional.course,no,yes,no,1,telephone,may,fri,293,0,nonexistent,93.994,-36.4,no
50,technician,married,professional.course,no,yes,no,1,telephone,may,fri,245,0,nonexistent,93.994,-36.4,no
55,retired,married,high.school,no,no,no,1,telephone,may,fri,924,0,nonexistent,93.994,-36.4,yes
55,blue-collar,married,basic.4y,unknown,yes,no,1,telephone,may,fri,334,0,nonexistent,93.994,-36.4,no
51,management,married,university.degree,no,yes,no,1,telephone,may,fri,317,0,nonexistent,93.994,-36.4,no
45,admin.,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
39,technician,married,professional.course,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,blue-collar,divorced,basic.4y,no,no,yes,1,telephone,may,fri,37,0,nonexistent,93.994,-36.4,no
55,admin.,married,high.school,no,yes,no,1,telephone,may,fri,188,0,nonexistent,93.994,-36.4,no
41,services,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
48,blue-collar,married,basic.6y,no,unknown,unknown,1,telephone,may,fri,379,0,nonexistent,93.994,-36.4,no
41,technician,married,university.degree,no,no,no,1,telephone,may,fri,206,0,nonexistent,93.994,-36.4,no
41,blue-collar,divorced,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
30,services,single,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
32,entrepreneur,married,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
56,unemployed,divorced,university.degree,unknown,yes,no,1,telephone,may,fri,98,0,nonexistent,93.994,-36.4,no
53,technician,married,professional.course,no,no,no,1,telephone,may,fri,260,0,nonexistent,93.994,-36.4,no
39,admin.,married,university.degree,no,no,no,1,telephone,may,fri,78,0,nonexistent,93.994,-36.4,no
48,technician,single,high.school,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,admin.,divorced,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,blue-collar,married,basic.9y,no,yes,yes,1,telephone,may,fri,95,0,nonexistent,93.994,-36.4,no
35,technician,married,professional.course,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,admin.,married,unknown,no,no,no,1,telephone,may,fri,230,0,nonexistent,93.994,-36.4,no
38,blue-collar,married,basic.4y,no,no,no,1,telephone,may,fri,438,0,nonexistent,93.994,-36.4,no
59,retired,married,university.degree,no,no,no,1,telephone,may,fri,35,0,nonexistent,93.994,-36.4,no
34,admin.,divorced,basic.6y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,management,married,basic.4y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
53,services,divorced,university.degree,no,no,yes,1,telephone,may,fri,252,0,nonexistent,93.994,-36.4,no
44,self-employed,married,university.degree,unknown,unknown,unknown,1,telephone,may,fri,38,0,nonexistent,93.994,-36.4,no
48,services,single,high.school,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
50,blue-collar,married,basic.6y,unknown,no,no,1,telephone,may,fri,66,0,nonexistent,93.994,-36.4,no
44,housemaid,single,unknown,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
33,unemployed,married,basic.9y,no,yes,yes,1,telephone,may,fri,691,0,nonexistent,93.994,-36.4,no
42,entrepreneur,married,high.school,no,yes,no,1,telephone,may,fri,81,0,nonexistent,93.994,-36.4,no
45,services,single,basic.9y,unknown,yes,no,1,telephone,may,fri,270,0,nonexistent,93.994,-36.4,no
51,blue-collar,married,basic.4y,no,yes,no,1,telephone,may,fri,153,0,nonexistent,93.994,-36.4,no
35,blue-collar,married,professional.course,no,yes,yes,1,telephone,may,fri,65,0,nonexistent,93.994,-36.4,no
55,technician,single,university.degree,unknown,yes,no,1,telephone,may,fri,390,0,nonexistent,93.994,-36.4,no
32,services,single,professional.course,no,yes,yes,1,telephone,may,fri,249,0,nonexistent,93.994,-36.4,no
42,blue-collar,married,basic.9y,unknown,no,no,1,telephone,may,fri,31,0,nonexistent,93.994,-36.4,no
42,admin.,divorced,university.degree,no,no,yes,1,telephone,may,fri,161,0,nonexistent,93.994,-36.4,no
57,blue-collar,divorced,unknown,unknown,yes,no,1,telephone,may,fri,369,0,nonexistent,93.994,-36.4,no
57,admin.,divorced,high.school,no,no,no,1,telephone,may,fri,162,0,nonexistent,93.994,-36.4,no
46,blue-collar,married,basic.9y,no,yes,no,1,telephone,may,fri,118,0,nonexistent,93.994,-36.4,no
42,admin.,divorced,university.degree,no,yes,no,1,telephone,may,fri,397,0,nonexistent,93.994,-36.4,no
38,blue-collar,married,basic.9y,no,yes,no,1,telephone,may,fri,227,0,nonexistent,93.994,-36.4,no
31,technician,single,university.degree,no,yes,no,1,telephone,may,fri,7,0,nonexistent,93.994,-36.4,no
44,admin.,married,high.school,no,no,no,1,telephone,may,fri,465,0,nonexistent,93.994,-36.4,no
28,blue-collar,single,basic.9y,unknown,no,yes,1,telephone,may,fri,137,0,nonexistent,93.994,-36.4,no
29,admin.,single,university.degree,no,no,no,1,telephone,may,fri,98,0,nonexistent,93.994,-36.4,no
56,retired,married,basic.4y,no,yes,no,1,telephone,may,fri,665,0,nonexistent,93.994,-36.4,no
47,management,married,university.degree,no,yes,yes,1,telephone,may,fri,80,0,nonexistent,93.994,-36.4,no
26,student,single,basic.9y,unknown,yes,yes,1,telephone,may,fri,164,0,nonexistent,93.994,-36.4,no
39,management,married,university.degree,no,yes,yes,1,telephone,may,fri,145,0,nonexistent,93.994,-36.4,no
51,services,married,unknown,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
54,technician,single,university.degree,unknown,no,no,1,telephone,may,fri,187,0,nonexistent,93.994,-36.4,no
42,unemployed,married,basic.9y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
57,blue-collar,married,basic.4y,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
27,blue-collar,married,basic.9y,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
27,technician,single,professional.course,no,yes,no,1,telephone,may,fri,27,0,nonexistent,93.994,-36.4,no
59,technician,divorced,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,blue-collar,divorced,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
43,admin.,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,blue-collar,married,basic.6y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,management,divorced,basic.6y,unknown,yes,yes,1,telephone,may,fri,353,0,nonexistent,93.994,-36.4,no
38,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
38,entrepreneur,married,basic.9y,no,no,no,1,telephone,may,fri,104,0,nonexistent,93.994,-36.4,no
33,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
43,entrepreneur,married,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
39,blue-collar,married,unknown,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
41,technician,single,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
37,blue-collar,single,unknown,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
32,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
46,management,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,entrepreneur,married,university.degree,no,no,no,1,telephone,may,fri,110,0,nonexistent,93.994,-36.4,no
33,services,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,admin.,divorced,university.degree,no,no,no,1,telephone,may,fri,254,0,nonexistent,93.994,-36.4,no
23,services,married,basic.9y,no,yes,no,1,telephone,may,fri,250,0,nonexistent,93.994,-36.4,no
28,services,married,high.school,no,yes,no,1,telephone,may,fri,79,0,nonexistent,93.994,-36.4,no
39,blue-collar,married,basic.9y,unknown,no,no,1,telephone,may,fri,563,0,nonexistent,93.994,-36.4,no
36,admin.,married,high.school,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
27,technician,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
37,entrepreneur,married,basic.6y,unknown,unknown,unknown,1,telephone,may,fri,71,0,nonexistent,93.994,-36.4,no
49,housemaid,married,basic.4y,no,no,no,1,telephone,may,fri,556,0,nonexistent,93.994,-36.4,no
55,blue-collar,married,basic.4y,no,no,yes,1,telephone,may,fri,119,0,nonexistent,93.994,-36.4,no
42,management,married,unknown,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
38,services,married,high.school,no,no,yes,1,telephone,may,fri,268,0,nonexistent,93.994,-36.4,no
29,services,single,university.degree,no,no,no,1,telephone,may,fri,332,0,nonexistent,93.994,-36.4,no
28,blue-collar,single,basic.6y,unknown,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
36,admin.,single,high.school,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
51,blue-collar,single,basic.4y,unknown,no,no,1,telephone,may,fri,448,0,nonexistent,93.994,-36.4,no
58,admin.,married,university.degree,no,no,yes,1,telephone,may,fri,160,0,nonexistent,93.994,-36.4,no
45,technician,married,university.degree,no,yes,no,1,telephone,may,fri,240,0,nonexistent,93.994,-36.4,no
27,blue-collar,single,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
35,admin.,married,high.school,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
37,blue-collar,single,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
43,blue-collar,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,blue-collar,married,basic.9y,no,yes,no,1,telephone,may,fri,811,0,nonexistent,93.994,-36.4,no
37,admin.,married,university.degree,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
31,entrepreneur,married,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
29,admin.,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
50,technician,married,professional.course,no,yes,no,1,telephone,may,fri,1003,0,nonexistent,93.994,-36.4,no
30,admin.,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
35,admin.,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
43,admin.,divorced,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
39,admin.,married,university.degree,unknown,no,no,1,telephone,may,fri,302,0,nonexistent,93.994,-36.4,no
57,management,married,university.degree,no,yes,no,1,telephone,may,fri,268,0,nonexistent,93.994,-36.4,no
53,retired,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
37,management,married,university.degree,no,yes,no,1,telephone,may,fri,66,0,nonexistent,93.994,-36.4,no
41,technician,married,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
29,technician,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
30,management,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
32,self-employed,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
51,technician,married,basic.6y,unknown,yes,yes,1,telephone,may,fri,168,0,nonexistent,93.994,-36.4,no
38,admin.,single,university.degree,no,yes,no,1,telephone,may,fri,186,0,nonexistent,93.994,-36.4,no
58,management,married,university.degree,unknown,no,no,1,telephone,may,fri,472,0,nonexistent,93.994,-36.4,no
36,blue-collar,married,basic.6y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
48,technician,divorced,professional.course,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
39,blue-collar,married,basic.6y,no,yes,no,1,telephone,may,fri,216,0,nonexistent,93.994,-36.4,no
35,blue-collar,married,basic.6y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
32,services,single,basic.6y,no,no,no,1,telephone,may,fri,361,0,nonexistent,93.994,-36.4,no
32,blue-collar,married,basic.4y,unknown,yes,no,1,telephone,may,fri,926,0,nonexistent,93.994,-36.4,no
34,blue-collar,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
41,self-employed,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
32,services,divorced,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
38,admin.,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
41,blue-collar,divorced,basic.6y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
27,services,single,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
57,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
37,housemaid,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
54,blue-collar,single,basic.4y,unknown,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
43,blue-collar,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
44,retired,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
37,admin.,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
37,blue-collar,married,basic.6y,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
50,admin.,divorced,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
41,admin.,married,basic.6y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
46,admin.,married,high.school,unknown,yes,no,1,telephone,may,fri,138,0,nonexistent,93.994,-36.4,no
32,blue-collar,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
31,services,single,professional.course,no,no,no,1,telephone,may,fri,111,0,nonexistent,93.994,-36.4,no
40,management,married,university.degree,no,no,no,1,telephone,may,fri,166,0,nonexistent,93.994,-36.4,no
43,blue-collar,married,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
44,blue-collar,married,professional.course,no,unknown,unknown,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
41,management,married,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
32,blue-collar,married,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,services,married,high.school,unknown,yes,yes,1,telephone,may,fri,178,0,nonexistent,93.994,-36.4,no
31,blue-collar,married,basic.6y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
46,admin.,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
38,technician,married,university.degree,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
27,blue-collar,married,unknown,no,yes,no,1,telephone,may,fri,187,0,nonexistent,93.994,-36.4,no
31,blue-collar,married,basic.9y,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
47,services,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
39,blue-collar,single,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
37,blue-collar,divorced,basic.4y,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
52,technician,married,basic.9y,no,no,no,1,telephone,may,fri,97,0,nonexistent,93.994,-36.4,no
49,admin.,divorced,university.degree,no,no,no,1,telephone,may,fri,24,0,nonexistent,93.994,-36.4,no
39,admin.,married,professional.course,no,yes,no,1,telephone,may,fri,232,0,nonexistent,93.994,-36.4,no
50,technician,married,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,yes
49,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
39,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
35,blue-collar,married,basic.9y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
28,blue-collar,married,basic.9y,no,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,blue-collar,married,basic.6y,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
40,blue-collar,married,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
53,services,single,high.school,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,blue-collar,married,basic.9y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
55,technician,married,professional.course,no,yes,yes,1,telephone,may,fri,210,0,nonexistent,93.994,-36.4,no
36,blue-collar,single,high.school,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
45,blue-collar,married,basic.6y,unknown,no,no,1,telephone,may,fri,200,0,nonexistent,93.994,-36.4,no
36,blue-collar,married,basic.6y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
46,admin.,married,basic.9y,unknown,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,blue-collar,married,basic.4y,unknown,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
48,housemaid,divorced,basic.4y,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,blue-collar,divorced,basic.4y,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
49,technician,married,unknown,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
32,admin.,single,university.degree,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,yes
25,self-employed,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
26,blue-collar,married,basic.6y,unknown,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
33,technician,married,professional.course,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
37,admin.,single,high.school,no,yes,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
53,technician,divorced,professional.course,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
38,entrepreneur,married,university.degree,no,yes,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
42,blue-collar,married,basic.6y,unknown,no,yes,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
48,blue-collar,married,high.school,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
51,blue-collar,married,unknown,no,no,no,0,NA,NA,NA,0,0,nonexistent,93.994,-36.4,no
